"","subset_sensitivity","DOI","Column1","Author","Year.x","Journal","Title","Abstract","exclude_duplicate_study","Link","Extracted.by","Included","Reason.for.exclusion","Animal.model","Species","Strain","Sex.x","Age","Tested.drug.s.","Comparator","Outcome","Total.number.of.animals","Treatment.regimen","EAE_1_drug_mean","EAE_1_drug_n","EAE_1_drug_var","EAE_1_con_mean","EAE_1_con_n","EAE_1_con_var","EAE_1_data_type","MRI_1_drug_mean","MRI_1_drug_n","MRI_1_drug_var","MRI_1_con_mean","MRI_1_con_n","MRI_1_con_var","MRI_1_data_type","MRI.Outcome...36","Comment","Tested.drug.2","Outcome.drug.2","Treatment.regimen.drug.2...67","EAE_2_drug_mean","EAE_2_drug_n","EAE_2_drug_var","EAE_2_con_mean","EAE_2_con_n","EAE_2_con_var","EAE_2_data_type","...75","Tested.drug.3","Treatment.regimen.drug.2...77","EAE_3_drug_mean","EAE_3_drug_n","EAE_3_drug_var","EAE_3_con_mean","EAE_3_con_n","EAE_3_con_var","EAE_3_data_type","...85","MRI_2_drug_mean","MRI_2_drug_n","MRI_2_drug_var","MRI_2_con_mean","MRI_2_con_n","MRI_2_con_var","MRI_2_data_type","MRI.Outcome...93","...94","MRI_3_drug_mean","MRI_3_drug_n","MRI_3_drug_var","MRI_3_con_mean","MRI_3_con_n","MRI_3_con_var","MRI_3_data_type","MRI.Outcome...102","MRI_4_drug_mean","MRI_4_drug_n","MRI_4_drug_var","MRI_4_con_mean","MRI_4_con_n","MRI_4_con_var","MRI_4_data_type","MRI.Outcome...110","Species_in_study","status","status2","SYRCLE_allocation","SYRCLE_baselinegroups","SYRCLE_allocationconcealment","SYRCLE_randomhousing","SYRCLE_blindingcaregiver","SYRCLE_randomassessment","SYRCLE_blindingassessor","SYRCLE_incompleteoutcome","SYRCLE_selectivereporting","SYRCLE_other","First.author","Year.y","Paper.title","Model.1","Model.count.1","Model.2","Model.count.2","Species.1","Species.count.1","Species.2","Species.count.2","Sex.y","Outcome.histology","Outcome.behaviour","Outcome.imaging","Randomization","Randomization_QC","Blinding","Blinding_QC","Welfare","Welfare_QC","Conflict","Conflict_QC","Samplesize","Sample_QC","ARRIVE","ARRIVE_QC","Data_availability_statement","doi","email","Abstract.start","Introduction.start","Methods.start","Results.start","Discussion.start","Methods.range","Paper.range"
"166","both","1010160165572899002477",300,"Nashold, F. E. and Miller, D. J. and Hayes, C. E.",2000,"J Neuroimmunol","1,25-dihydroxyvitamin D3 treatment decreases macrophage accumulation in the CNS of mice with experimental autoimmune encephalomyelitis","Sunlight, which is required for vitamin D biosynthesis, may be protective in multiple sclerosis (MS), due to the immunoregulatory functions of 1,25-dihydroxyvitamin D3 (1,25-(OH)2D3), the hormonally active vitamin D metabolite. This hypothesis provided the impetus for the experiments reported here investigating mechanisms whereby 1,25-(OH)2D3 may inhibit murine experimental autoimmune encephalomyelitis (EAE). Severe EAE was induced, 1,25-(OH)2D3 or mock treatment was administered, and clinical disease, histopathological disease, and encephalitogenic cells in the central nervous system (CNS) were analyzed within 24-72 h of the treatment. The mock-treated mice remained paralyzed (stage 3 EAE) while most hormone-treated animals regained the partial use of both hind limbs (stage 2 EAE) within 72 h of treatment. A histopathological examination showed the hormone-treated mice had a 50% decrease in white matter and meningeal inflammation at 72 h post treatment. A flow cytometric analysis of cell surface markers on spinal cord cells recovered 24 h post treatment showed the mock-treated mice with EAE had about 7.0 +/- 2.3 million Mac-1+ cells/cord, whereas the hormone-treated mice had about 2.1 +/- 2.6 million Mac-1+ cells/cord, which was not significantly different from the unmanipulated control mice. Otherwise, the flow cytometric analysis detected no significant differences between the groups with respect to CD4+ or CD8+ T cells or B cells or macrophages in draining lymph nodes or spinal cords. These results are discussed with regard to possible fates for the 5 million Mac-1+ cells that were rapidly lost from the inflamed CNS in the 1,25-(OH)2D3-treated mice, and the possible beneficial effect of hormone treatment in resolving acute MS.","no",NA,"WZ",1,NA,"EAE","mouse","B10.PL","both","7","Vitamin D3","control",1,NA,"2",2.1,8,0.4,2.9,7,0.4,"mean, SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Failed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","26","not reported","0","mice","52","mouse","11","female and male","histology","behaviour","not reported","yes","Manual check recommended","yes","Manual check recommended","yes","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"hayes@biochem.wisc.edu","12","28","134","127","539","134 - 539","1 - 841"
"167","both","101016jbbi201506019",79,"Cavone, L. and Felici, R. and Lapucci, A. and Buonvicino, D. and Pratesi, S. and Muzzi, M. and Hakiki, B. and Maggi, L. and Peruzzi, B. and Caporale, R. and Annunziato, F. and Amato, M. P. and Chiarugi, A.",2015,"Brain Behav Immun","Dysregulation of sphingosine 1 phosphate receptor-1 (S1P1) signaling and regulatory lymphocyte-dependent immunosuppression in a model of post-fingolimod MS rebound","Fingolimod affords protection from MS by sequestering lymphocytes in secondary lymphoid organs via down regulation of their sphingosine 1 phosphate receptor (S1P1). Unexpectedly, accumulating evidence indicates that patients who discontinue fingolimod treatment may be at risk of rehearsal of magnetic resonance (MR) and clinical disease activity, sometimes featuring dramatic rebound. We therefore developed in vivo and in vitro models of post-fingolimod MS rebound to unravel its cellular and molecular mechanisms. The impact of fingolimod withdrawal on T regulatory lymphocytes was also investigated by means of cytofluorimetric analysis and antigen-specific lymphocyte proliferation assays. We show that mice with relapsing-remitting experimental autoimmune encephalomyelitis (EAE) undergo extremely severe, chronic disease rebound upon discontinuation of fingolimod. Remarkably, rebound is preceded by a burst of S1P1 overexpression in lymph node-entrapped lymphocytes that correlates with subsequent massive lymphocyte egress and widespread CNS immune infiltration. Also, consistent with the ability of S1P1 to counteract polarization and function of T regulatory lymphocytes their number and suppression of effector T cells is reduced by fingolimod suspension. Data disclose the first pathogenic mechanisms of post-fingolimod rebound that may be targeted for therapeutic intervention.","no",NA,"IEB",1,NA,"EAE","mouse","SJL","female","7","Fingolimod","control",3,NA,"1,2",0.3,10,0.25,1.4,10,0.4,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Marketed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","21","not reported","0","mice","57","mouse","8","female","histology","behaviour","not reported","yes","No manual check required","yes","Manual check recommended","yes","No manual check required","yes","Manual check recommended","not reported","No manual check required","not reported","No manual check required","not reported",NA,NA,"23","45","106","227","453","106 - 453","1 - 673"
"168","both","101016jbbi201611010",336,"Planche, V. and Panatier, A. and Hiba, B. and Ducourneau, E. G. and Raffard, G. and Dubourdieu, N. and Maitre, M. and Lest<c3><a9>-Lasserre, T. and Brochet, B. and Dousset, V. and Desmedt, A. and Oliet, S. H. and Tourdias, T.",2017,"Brain Behav Immun","Selective dentate gyrus disruption causes memory impairment at the early stage of experimental multiple sclerosis","Memory impairment is an early and disabling manifestation of multiple sclerosis whose anatomical and biological substrates are still poorly understood. We thus investigated whether memory impairment encountered at the early stage of the disease could be explained by a differential vulnerability of particular hippocampal subfields. By using experimental autoimmune encephalomyelitis (EAE), a mouse model of multiple sclerosis, we identified that early memory impairment was associated with selective alteration of the dentate gyrus as pinpointed in vivo with diffusion-tensor-imaging (DTI). Neuromorphometric analyses and electrophysiological recordings confirmed dendritic degeneration, alteration in glutamatergic synaptic transmission and impaired long-term synaptic potentiation selectively in the dentate gyrus, but not in CA1, together with a more severe pattern of microglial activation in this subfield. Systemic injections of the microglial inhibitor minocycline prevented DTI, morphological, electrophysiological and behavioral impairments in EAE-mice. Furthermore, daily infusions of minocycline specifically within the dentate gyrus were sufficient to prevent memory impairment in EAE-mice while infusions of minocycline within CA1 were inefficient. We conclude that early memory impairment in EAE is due to a selective disruption of the dentate gyrus associated with microglia activation. These results open new pathophysiological, imaging, and therapeutic perspectives for memory impairment in multiple sclerosis.","no",NA,"PH",1,NA,"EAE","mouse","C57BL/6","female","8","Minocycline","control",3,NA,"1",0.5,15,0.2,1.2,15,0.1,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,"no relevant MRI Data",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Failed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","150","experimental autoimmune encephalomyelitis","2","mice","119","rabbit","6","female","histology","behaviour","imaging","yes","Manual check recommended","yes","Manual check recommended","yes","Manual check recommended","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"planche.vincent@gmail.com","23","47","114","44","819","114 - 819","1 - 1249"
"169","both","101016jbbi202305009",480,"K. Ayasoufi; D. M. Wolf; S. L. Namen; F. Jin; Z. P. Tritz; C. K. Pfaller; J. Zheng; E. N. Goddery; C. E. Fain; L. R. Gulbicki; A. L. Borchers; R. A. Reesman; L. T. Yokanovich; M. A. Maynes; M. A. Bamkole; R. H. Khadka; M. J. Hansen; L. J. Wu; A. J. Johnson",2023,"Brain, Behavior, and Immunity","Brain resident memory T cells rapidly expand and initiate neuroinflammatory responses following CNS viral infection","The contribution of circulating verses tissue resident memory T cells (TRMs) to clinical neuropathology is an enduring question due to a lack of mechanistic insights. The prevailing view is TRMs are protective against pathogens in the brain. However, the extent to which antigen-specific TRMs induce neuropathology upon reactivation is understudied. Using the described phenotype of TRMs, we found that brains of naïve mice harbor populations of CD69+ CD103- T cells. Notably, numbers of CD69+ CD103- TRMs rapidly increase following neurological insults of various origins. This TRM expansion precedes infiltration of virus antigen-specific CD8 T cells and is due to proliferation of T cells within the brain. We next evaluated the capacity of antigen-specific TRMs in the brain to induce significant neuroinflammation post virus clearance, including infiltration of inflammatory myeloid cells, activation of T cells in the brain, microglial activation, and significant blood brain barrier disruption. These neuroinflammatory events were induced by TRMs, as depletion of peripheral T cells or blocking T cell trafficking using FTY720 did not change the neuroinflammatory course. Depletion of all CD8 T cells, however, completely abrogated the neuroinflammatory response. Reactivation of antigen-specific TRMs in the brain also induced profound lymphopenia within the blood compartment. We have therefore determined that antigen-specific TRMs can induce significant neuroinflammation, neuropathology, and peripheral immunosuppression. The use of cognate antigen to reactivate CD8 TRMs enables us to isolate the neuropathologic effects induced by this cell type independently of other branches of immunological memory, differentiating this work from studies employing whole pathogen re-challenge. This study also demonstrates the capacity for CD8 TRMs to contribute to pathology associated with neurodegenerative disorders and long-term complications associated with viral infections. Understanding functions of brain TRMs is crucial in investigating their role in neurodegenerative disorders including MS, CNS cancers, and long-term complications associated with viral infections including COVID-19.","no",NA,"BVI",1,NA,"TMEV-IDD","mouse","C57BL/6","both",NA,"Fingolimod","control",0,170,"0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Marketed",NA,"","","","","","","","","","",NA,"2011",NA,"TMEV","110","not reported","0","mice","132","mouse","9","female and male","histology","behaviour","imaging","yes","Manual check recommended","yes","No manual check required","yes","No manual check required","yes","No manual check required","not reported","No manual check required","not reported","No manual check required","yes",NA,"Johnson.aaron2@mayo.edu","23","38","165","162","1126","165 - 1126","1 - 1868"
"170","both","101016jcyto201606026",67,"Brod, S. A.",2016,"Cytokine","Ingested (oral) rituximab inhibits EAE","BACKGROUND: Blocking CD20 can inhibit autoimmune diseases such as multiple sclerosis (MS) and rheumatoid arthritis (RA). OBJECTIVE: We examined whether an antibody against CD20, rituximab (RTX) (Rituxan<c2><ae>), used clinically in oncology, MS and RA would have similar anti-inflammatory effects in EAE after oral administration. DESIGN/METHODS: B6 mice were immunized with MOG peptide 35-55 and gavaged with control saline or RTX during ongoing disease. Splenocytes or CD4(+) T cells from control fed or RTX fed mice were adoptively transferred into active MOG peptide 35-55 immunized recipient mice during ongoing disease. Actively fed and recipient mice were examined for disease inhibition, inflammation, and cytokine responses. RESULTS: Ingested (oral) RTX inhibited ongoing disease and decreased inflammation. Adoptively transferred cells from RTX fed donors protected against actively induced disease and decreased inflammation. There was a decrease in Th1-like cytokines IFN-<ce><b3> and IL-12, IL-17 and TNF-<ce><b1> in active fed and adoptively treated recipients without upregulation of counter-regulatory cytokines. CONCLUSIONS: Ingested (orally administered) RTX can inhibit disease, CNS inflammation, decrease pro-inflammatory IL-17 and Th1-like cytokines without increases in Th2-like anti-inflammatory cytokines.","no",NA,"IEB",1,NA,"EAE","mouse","C57BL/6","female","7","Rituximab","control",1,NA,"2",0.9,24,0.1,2,24,0.2,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Marketed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","8","not reported","0","mice","40","mouse","4","female","histology","behaviour","not reported","yes","No manual check required","yes","Manual check recommended","not reported","No manual check required","yes","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"sbrod@mcw.edu","8","29","72","160","353","72 - 353","1 - 606"
"171","both","101016jexpneurol201305016",131,"G<c3><b6>bel, K. and Wedell, J. H. and Herrmann, A. M. and Wachsmuth, L. and Pankratz, S. and Bittner, S. and Budde, T. and Kleinschnitz, C. and Faber, C. and Wiendl, H. and Meuth, S. G.",2013,"Exp Neurol","4-Aminopyridine ameliorates mobility but not disease course in an animal model of multiple sclerosis","Neuropathological changes following demyelination in multiple sclerosis (MS) lead to a reorganization of axolemmal channels that causes conduction changes including conduction failure. Pharmacological modulation of voltage-sensitive potassium channels (K(V)) has been found to improve conduction in experimentally induced demyelination and produces symptomatic improvement in MS patients. Here we used an animal model of autoimmune inflammatory neurodegeneration, namely experimental autoimmune encephalomyelitis (EAE), to test the influence of the K(V)-inhibitor 4-aminopyridine (4-AP) on various disease and immune parameters as well as mobility in MOG<e2><82><83><e2><82><85><e2><82><8b><e2><82><85><e2><82><85> immunized C57Bl/6 mice. We challenged the hypothesis that 4-AP exerts relevant immunomodulatory or neuroprotective properties. Neither prophylactic nor therapeutic treatment with 4-AP altered disease incidence or disease course of EAE. Histopathological signs of demyelination and neuronal damage as well as MRI imaging of brain volume changes were unaltered. While application of 4-AP significantly reduced the standing outward current of stimulated CD4(+) T cells compared to controls, it failed to impact intracellular calcium concentrations in these cells. Compatibly, KV channel inhibition neither influenced CD4(+) T cell effector functions (proliferation, IL17 or IFN<ce><b3> production). Importantly however, despite equal disease severity scores 4-AP treated animals showed improved mobility as assessed by 2 independent methods, 1) foot print and 2) rotarod analysis (0.332 <c2><b1> 0.03, n=7 versus 0.399 <c2><b1> 0.08, n=14, p<0.001, respectively). Our data suggest that 4-AP while having no apparent immunomodulatory or direct neuroprotective effects, significantly ameliorates conduction abnormalities thereby improving gait and coordination. Improvement of mobility in this experimental model supports trial data and clinical experience with 4-AP in the symptomatic treatment of MS.","no",NA,"PH",1,NA,"EAE","mouse","C57BL/6","female","11","Fampridine","control",1,NA,"1,2",3.5,NA,0.2,4.2,NA,0.2,"mean, SEM",3.1,NA,0.5,3.2,NA,0.6,"mean, SEM","brain volume",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Marketed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","6","not reported","0","mouse","13","mice","7","female","histology","behaviour","imaging","yes","No manual check required","yes","Manual check recommended","yes","Manual check recommended","yes","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"c(""kerstin.goebel@ukmuenster.de"", ""sven.meuth@ukmuenster.de"")","18","43","97","50","330","97 - 330","1 - 569"
"172","both","101016jijpharm2023123620",499,"N. Rahiman; P. Zamani; L. Arabi; S. H. Alavizadeh; A. Nikpoor; M. Mashreghi; A. Badiee; M. R. Jaafari",2023,"Int J Pharm","Novel liposomal glatiramer acetate: Preparation and immunomodulatory evaluation in murine model of multiple sclerosis","The frequent administration rate required for Glatiramer acetate (GA), a first-line therapy for Multiple sclerosis (MS), poses patient compliance issues. Only a small portion of the subcutaneously administered GA is available for phagocytosis by macrophages, as most of it is hydrolyzed at its administration site or excreted renally. To unravel these hurdles, we have prepared liposomal formulations of GA through thin film-hydration method plus extrusion. The clinical and histopathological efficacy of GA-loaded liposomes were assessed in prophylactic and therapeutic manners on murine model of MS (experimental autoimmune encephalomyelitis (EAE)). The selected GA liposomal formulation showed favorable size (275 nm on average), high loading efficiency, and high macrophage localization. Moreover, administration of GA-liposomes in mice robustly suppressed the inflammatory responses and decreased the inflammatory and demyelinated lesion regions in CNS compared to the free GA with subsequent reduction of the EAE clinical score. Our study indicated that liposomal GA could be served as a reliable nanomedicine-based platform to hopefully curb MS-related aberrant autoreactive immune responses with higher efficacy, longer duration of action, fewer administration frequencies, and higher delivery rate to macrophages. This platform has the potential to be introduced as a vaccine for MS after clinical translation and merits further investigations.","no",NA,"BVI",1,NA,"EAE","mouse","C57BL/6","female","11.5","Glatiramer acetate","control",1,80,"3",2.3,5,0.4,3.7,5,0.25,"mean, SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Marketed",NA,"","","","","","","","","","",NA,"2011",NA,"EAE","30","experimental autoimmune encephalomyelitis","2","mice","48","mouse","7","female","histology","behaviour","not reported","yes","No manual check required","yes","No manual check required","yes","Manual check recommended","yes","No manual check required","not reported","No manual check required","yes","No manual check required","yes",NA,"jafarimr@mums.ac.ir","17","35","157","44","955","157 - 955","1 - 1681"
"173","both","101016jimlet202103003",211,"Kassis, I. and Ben-Zwi, M. and Petrou, P. and Halimi, M. and Karussis, D.",2021,"Immunol Lett","Synergistic neuroprotective effects of Fingolimod and mesenchymal stem cells (MSC) in experimental autoimmune encephalomyelitis","Fingolimod (Gilenya<e2><84><a2>) is an effective oral medication approved for relapsing-remitting multiple sclerosis (MS), albeit less effective in chronic disease. Its main mechanism of action is through peripheral immunomodulation but neuroprotective effects may also be involved. Mesenchymal stem cells (MSC) were shown to exert immunomodulatory and neurotrophic effects in the model of multiple sclerosis (experimental autoimmune encephalomyelitis-EAE). The use of combination treatments in chronic diseases such as MS, has long been advocated and may result in improvement of the beneficial effects of each one of them. We tested the in vitro effects of Fingolimod (FTY720) on MSC and the in vivo effect of such combination treatment in the model of EAE. Fingolimod did not affect in any detrimental way the basic features of MSCs and it promoted their migration and proliferation ability .Moreover, Fingolimod induced neurotrophic factors secretion and suppressed the production of pro-inflammatory cytokines from astrocytes and microglia, in vitro. In vivo, the combined treatment of FTY720 and MSC (either by the intravenous or the intra-cerebroventricular route of administration) resulted in synergistic clinical beneficial effects compared to FTY720 or MSC alone, paralleled by a significant reduction of inflammatory CNS infiltrations and of axonal loss. These data may indicate a synergism of fingolimod with MSC and may support future combinations of immunomodulatory drugs with cellular therapies for the improvement of the benefits in progressive forms of MS.","no",NA,"WZ",1,NA,"EAE","mouse","C57BL/6","female","6.5","Fingolimod","control",1,56,"2",1.4,12,0.1,4.5,12,0.2,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Marketed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","6","experimental autoimmune encephalomyelitis","1","mice","8","mouse","3","female","histology","behaviour","not reported","yes","Manual check recommended","yes","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"ibrahimk@hadassah.org.il","9","29","70","278","428","70 - 428","1 - 667"
"174","both","101016jintimp201511024",181,"Hou, H. and Cao, R. and Miao, J. and Sun, Y. and Liu, X. and Song, X. and Guo, L.",2016,"Int Immunopharmacol","Fingolimod ameliorates the development of experimental autoimmune encephalomyelitis by inhibiting Akt-mTOR axis in mice","Fingolimod is a new immunosuppressive agent approved by Food and Drug Administration (FDA) for treating multiple sclerosis (MS). It acts as a functional antagonist to downregulate the S1P1 receptor, which is known to signal through the Akt-mTOR pathway. We investigated the mechanism of fingolimod action in the classical animal model of MS: experimental autoimmune encephalomyelitis (EAE). Fingolimod treatment significantly reduced clinical scores and histopathology in this model, even when treatment was begun after the onset of pathology. The Akt-mTOR signaling pathway was shown to be activated in the EAE model, by measuring the abundance of downstream activation markers, pAkt and ps6k. And this pathway was inhibited when EAE mice were treated with fingolimod. Mice with EAE exhibited an increased frequency of Th1 cells in the spleen, with concomitant increases in the mRNA levels of Tbet and Ifng and increased IFN-<ce><b3> production by activated splenocytes; the frequency of Treg cells, as well as mRNA levels of Foxp3 and Tgfb, was reduced, as was TGF-<ce><b2> production by activated splenocytes. After treatment with fingolimod, these parameters were reversed, suggesting that fingolimod treatment inhibits the Akt-mTOR axis in EAE, which affects the differentiation and function of Th1 and Treg cells. These results provide an insight into the mechanism of action of fingolimod treatment and may provide new ideas for treating EAE and MS.","no",NA,"PH",1,NA,"EAE","mouse","C57BL/6","female","9","Fingolimod","control",1,107,"1,2",0.4,10,0.4,1.9,10,0.5,"mean, SD",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Marketed",NA,"unclear","unclear","unclear","unclear","unclear","low","low","unclear","unclear","low",NA,NA,NA,"EAE","50","not reported","0","mice","40","mouse","4","female","histology","behaviour","not reported","yes","Manual check recommended","yes","No manual check required","yes","Manual check recommended","not reported","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported","10.1016/j.intimp.2015.11.024","guoli6105@163.com","12","31","37","126","260","37 - 260","1 - 473"
"175","both","101016jintimp2020106919",100,"da Silva, L. C. and Lima, I. V. A. and da Silva, M. C. M. and Corr<c3><aa>a, T. A. and de Souza, V. P. and de Almeida, M. V. and de Oliveira, A. C. P. and Ferreira, A. P.",2020,"Int Immunopharmacol","A new lipophilic amino alcohol, chemically similar to compound FTY720, attenuates the pathogenesis of experimental autoimmune encephalomyelitis by PI3K/Akt pathway inhibition","Experimental autoimmune encephalomyelitis (EAE) is one of the main animal models used for the study of Multiple Sclerosis (MS). Long-chain lipophilic amino alcohols with immunoregulatory activities have already been studied in some models of inflammatory diseases, but the action of these compounds in EAE and MS is still unknown. In this study, we investigated whether the lipophilic amino alcohol 4b would act to improve the clinical signs of EAE and reduce the demyelination process and the neuroinflammatory parameters in the spinal cord, as well as the inflammatory process in the inguinal lymph nodes, of C57Bl/6 mice induced with EAE after stimulation with MOG(35-55) and pertussis toxin. The 4b treatment (1.0<c2><a0>mg/kg/day) was orally administered, starting on the day of onset of clinical signs of the disease (10th) and ending on the 20th day after immunization. This treatment was able to reduce the cell count on the inguinal lymph nodes, the migration of inflammatory cells into the central nervous system (CNS), as well as the processes of microgliosis, astrogliosis, and the production of chemokines and pro-inflammatory cytokines, thus increasing the IL-10 anti-inflammatory cytokine levels in EAE mice. The inhibition of Akt phosphorylation in the CNS of EAE mice after treatment with 4b indicates that the immunoregulatory action of 4b is related to the PI3K/Akt signaling pathway. Our results indicate the immunoregulatory efficacy of the new compound 4b in the control of some inflammatory parameters and in the glial proliferation. In addition, 4b was able to reduce the demyelination of neurons and the worsening of clinical signs of EAE as effectively as the compound FTY720, the first oral drug approved by the FDA for the treatment of MS.","no",NA,"IEB",1,NA,"EAE","mouse","C57BL/6","female","7","Fingolimod","control",1,68,"2",0,17,0,5.3,17,2.1,"mean, SEM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"mouse","Marketed",NA,"","","","","","","","","","",NA,NA,NA,"EAE","52","not reported","0","mice","15","rabbit","3","female","histology","behaviour","not reported","yes","No manual check required","yes","No manual check required","yes","Manual check recommended","yes","No manual check required","not reported","No manual check required","not reported","No manual check required","not reported",NA,"luan_jfmg2@yahoo.com.br","20","40","85","35","363","85 - 363","1 - 726"
